predicates,k,BASE_PRE_SEARCH_recall,BASE_POS_SEARCH_recall,ADAP_PRE_SEARCH_recall,ADAP_POS_SEARCH_recall,BASE_PRE_SEARCH_precision,BASE_POS_SEARCH_precision,ADAP_PRE_SEARCH_precision,ADAP_POS_SEARCH_precision,BASE_PRE_SEARCH_ndcg,BASE_POS_SEARCH_ndcg,ADAP_PRE_SEARCH_ndcg,ADAP_POS_SEARCH_ndcg,BASE_PRE_SEARCH_num_results,BASE_POS_SEARCH_num_results,ADAP_PRE_SEARCH_num_results,ADAP_POS_SEARCH_num_results
"[Predicate(key='token_count', value=400, operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=400, operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=400, operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6754676276862485,0.6754676276862485,50,50,50,50
"[Predicate(key='token_count', value=400, operator='>=')]",100,1.0,1.0,0.46,0.46,1.0,1.0,0.46,0.46,1.0,1.0,0.620323728033131,0.620323728033131,100,100,100,100
"[Predicate(key='token_count', value=400, operator='>=')]",200,0.995,1.0,0.36,0.36,0.995,1.0,0.36,0.36,0.9967469682773611,1.0,0.5203398721670878,0.5203398721670878,200,200,200,200
"[Predicate(key='token_count', value=400, operator='>=')]",500,0.976,1.0,0.538,0.538,0.976,1.0,0.538,0.538,0.9837277077261811,1.0,0.6556430339332688,0.6556430339332688,500,500,500,500
"[Predicate(key='token_count', value=400, operator='>=')]",1000,0.93,1.0,0.604,0.621,0.93,1.0,0.604,0.621,0.9515074428427998,1.0,0.7087583563322482,0.7231605451972271,1000,1000,1000,1000
"[Predicate(key='token_count', value=400, operator='>=')]",2500,0.8484,1.0,0.5724,0.6004,0.8484,1.0,0.5724,0.6004,0.8896009540957273,1.0,0.6752873938622757,0.6976678794202441,2500,2500,2500,2500
"[Predicate(key='token_count', value=400, operator='>=')]",5000,0.754,1.0,0.5732,0.6022,0.754,1.0,0.5732,0.6022,0.8155165613902956,1.0,0.6722163824318483,0.6956941073560174,5000,5000,5000,5000
"[Predicate(key='token_count', value=400, operator='>=')]",6000,0.7235,1.0,0.5693333333333334,0.6123333333333333,0.7235,1.0,0.5693333333333334,0.6123333333333333,0.791411570269954,1.0,0.6695519261583891,0.7044458628520298,6000,6000,6000,6000
"[Predicate(key='token_count', value=400, operator='>=')]",7000,0.693,1.0,0.5775714285714286,0.6071428571428571,0.693,1.0,0.5775714285714286,0.6071428571428571,0.7676760760292036,1.0,0.6759870756008514,0.7001083271783988,7000,7000,7000,7000
"[Predicate(key='token_count', value=400, operator='>=')]",10000,0.6218,1.0,0.6038,0.6534,0.6218,1.0,0.6038,0.6534,0.7114501613646343,1.0,0.6968291165777558,0.7368557414598841,10000,10000,10000,10000
"[Predicate(key='token_count', value=350, operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=350, operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=350, operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6746038021263724,0.6746038021263724,50,50,50,50
"[Predicate(key='token_count', value=350, operator='>=')]",100,1.0,1.0,0.45,0.45,1.0,1.0,0.45,0.45,1.0,1.0,0.6122553618064107,0.6122553618064107,100,100,100,100
"[Predicate(key='token_count', value=350, operator='>=')]",200,0.995,1.0,0.365,0.365,0.995,1.0,0.365,0.365,0.996758859816653,1.0,0.5232553240911922,0.5232553240911922,200,200,200,200
"[Predicate(key='token_count', value=350, operator='>=')]",500,0.978,1.0,0.45,0.548,0.978,1.0,0.45,0.548,0.9850579089737649,1.0,0.5819805440688397,0.6633897366383341,500,500,500,500
"[Predicate(key='token_count', value=350, operator='>=')]",1000,0.933,1.0,0.529,0.619,0.933,1.0,0.529,0.619,0.9536497511700581,1.0,0.6450156727615345,0.7199665131170149,1000,1000,1000,1000
"[Predicate(key='token_count', value=350, operator='>=')]",2500,0.8516,1.0,0.564,0.5916,0.8516,1.0,0.564,0.5916,0.8920188398858161,1.0,0.6676168811775582,0.690458959847541,2500,2500,2500,2500
"[Predicate(key='token_count', value=350, operator='>=')]",5000,0.7568,1.0,0.57,0.596,0.7568,1.0,0.57,0.596,0.8177703081966624,1.0,0.6695707783471717,0.6910087905565239,5000,5000,5000,5000
"[Predicate(key='token_count', value=350, operator='>=')]",6000,0.7256666666666667,1.0,0.5583333333333333,0.5965,0.7256666666666667,1.0,0.5583333333333333,0.5965,0.7932485673298065,1.0,0.6598807776587067,0.6924279300013139,6000,6000,6000,6000
"[Predicate(key='token_count', value=350, operator='>=')]",7000,0.6957142857142857,1.0,0.5672857142857143,0.5992857142857143,0.6957142857142857,1.0,0.5672857142857143,0.5992857142857143,0.769867575513421,1.0,0.6680228384021306,0.69391250827242,7000,7000,7000,7000
"[Predicate(key='token_count', value=350, operator='>=')]",10000,0.6261,1.0,0.5935,0.637,0.6261,1.0,0.5935,0.637,0.7146285027042953,1.0,0.6885358546310006,0.7234319382003231,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",5,1.0,1.0,0.4,0.6,1.0,1.0,0.4,0.6,1.0,1.0,0.578139548111259,0.7470777348429374,5,5,5,5
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",10,1.0,1.0,0.6,0.9,1.0,1.0,0.6,0.9,1.0,1.0,0.7282457700741826,0.9364030803467167,10,10,10,10
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",50,0.98,1.0,0.62,0.92,0.98,1.0,0.62,0.92,0.9886908626896777,1.0,0.7439113821088944,0.9534553072270284,50,50,50,50
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",100,0.95,1.0,0.55,0.94,0.95,1.0,0.55,0.94,0.9704631401252879,1.0,0.6960294281679681,0.9647756471027825,100,100,100,100
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",200,0.9,1.0,0.565,0.975,0.9,1.0,0.565,0.975,0.9350386266729667,1.0,0.7084881157534385,0.9843399636789211,200,200,200,200
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",500,0.782,1.0,0.542,0.994,0.782,1.0,0.542,0.994,0.8521405292724595,1.0,0.6755292964535745,0.9964890988744749,500,500,500,500
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",1000,0.652,1.0,0.548,1.0,0.652,1.0,0.548,1.0,0.7535556746602339,1.0,0.6743236949612769,1.0,1000,1000,1000,1000
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",2500,0.8852,1.0,0.7396,1.0,0.8852,1.0,0.7396,1.0,0.9244508482576873,1.0,0.8233579826798415,1.0,2500,2500,2500,2500
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",5000,0.76,1.0,0.8648,1.0,0.76,1.0,0.8648,1.0,0.8597930780646819,1.0,0.9261257612501947,1.0,5000,5000,5000,5000
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",6000,0.7196666666666667,1.0,0.9085,1.0,0.7196666666666667,1.0,0.9085,1.0,0.8447217833607907,1.0,0.9553235960530512,1.0,6000,6000,6000,6000
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",7000,1.0,1.0,0.9424285714285714,1.0,1.0,1.0,0.9424285714285714,1.0,1.0,1.0,0.9761365691751487,1.0,7000,7000,7000,7000
"[Predicate(key='revdate', value='2025-02-19 19:08:15', operator='>=')]",10000,1.0,1.0,0.9997,1.0,1.0,1.0,0.9997,1.0,1.0,1.0,1.0000846762333142,1.0,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9462204193978832,0.9462204193978832,10,10,10,10
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",50,1.0,1.0,0.56,0.94,1.0,1.0,0.56,0.94,1.0,1.0,0.7123500544023168,0.964102982174429,50,50,50,50
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",100,0.98,1.0,0.64,0.91,0.98,1.0,0.64,0.91,0.9889535678154834,1.0,0.7655707511882446,0.949006218878547,100,100,100,100
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",200,0.955,1.0,0.535,0.86,0.955,1.0,0.535,0.86,0.9728428647218288,1.0,0.6847224250419842,0.9122752755848407,200,200,200,200
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",500,0.888,1.0,0.526,0.866,0.888,1.0,0.526,0.866,0.9244368574685383,1.0,0.6679363704635226,0.9099348111308158,500,500,500,500
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",1000,0.797,1.0,0.555,0.909,0.797,1.0,0.555,0.909,0.8581177608212714,1.0,0.676310886964964,0.9391270112028469,1000,1000,1000,1000
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",2500,0.6408,1.0,0.5964,0.9852,0.6408,1.0,0.5964,0.9852,0.7372950805256319,1.0,0.7031752363318582,0.990156666504999,2500,2500,2500,2500
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",5000,0.9038,1.0,0.763,1.0,0.9038,1.0,0.763,1.0,0.9344297896906831,1.0,0.8319316130480369,1.0,5000,5000,5000,5000
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",6000,0.8843333333333333,1.0,0.768,1.0,0.8843333333333333,1.0,0.768,1.0,0.9223913056118052,1.0,0.8402207372491222,1.0,6000,6000,6000,6000
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",7000,0.8608571428571429,1.0,0.8057142857142857,1.0,0.8608571428571429,1.0,0.8057142857142857,1.0,0.9089946201815032,1.0,0.8713337634294451,1.0,7000,7000,7000,7000
"[Predicate(key='revdate', value='2025-02-19 12:33:47', operator='>=')]",10000,0.7883,1.0,0.8582,1.0,0.7883,1.0,0.8582,1.0,0.871782248065003,1.0,0.9171156323393718,1.0,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9461043689285062,0.9461043689285062,10,10,10,10
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",50,1.0,1.0,0.52,0.74,1.0,1.0,0.52,0.74,1.0,1.0,0.6783777496154904,0.8361321426547468,50,50,50,50
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",100,0.99,1.0,0.72,0.93,0.99,1.0,0.72,0.93,0.994404074503194,1.0,0.8117443456151222,0.9538761814862863,100,100,100,100
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",200,0.97,1.0,0.55,0.88,0.97,1.0,0.55,0.88,0.9812763143924512,1.0,0.6860163479858613,0.9239238987735585,200,200,200,200
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",500,0.894,1.0,0.56,0.826,0.894,1.0,0.56,0.826,0.9286293305166816,1.0,0.6914288202279043,0.884134363200626,500,500,500,500
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",1000,0.818,1.0,0.557,0.864,0.818,1.0,0.557,0.864,0.8729353096817339,1.0,0.6785164291340565,0.9066047532533512,1000,1000,1000,1000
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",2500,0.6744,1.0,0.57,0.9584,0.6744,1.0,0.57,0.9584,0.7620994155998453,1.0,0.6826639235871748,0.9713132397780403,2500,2500,2500,2500
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",5000,0.9168,1.0,0.7174,0.9966,0.9168,1.0,0.7174,0.9966,0.9428126888611699,1.0,0.7965198139769454,0.9976497590764716,5000,5000,5000,5000
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",6000,0.9036666666666666,1.0,0.7595,1.0,0.9036666666666666,1.0,0.7595,1.0,0.9340758786639989,1.0,0.8291450758088983,1.0,6000,6000,6000,6000
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",7000,0.8872857142857142,1.0,0.769,1.0,0.8872857142857142,1.0,0.769,1.0,0.9239159787302362,1.0,0.8391424643344864,1.0,7000,7000,7000,7000
"[Predicate(key='revdate', value='2025-02-19 08:51:23', operator='>=')]",10000,0.8248,1.0,0.8335,1.0,0.8248,1.0,0.8335,1.0,0.8895650354764273,1.0,0.8954864929075597,1.0,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.938545235751203,0.938545235751203,10,10,10,10
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",50,1.0,1.0,0.5,0.74,1.0,1.0,0.5,0.74,1.0,1.0,0.6602535784252491,0.8364136615853248,50,50,50,50
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",100,1.0,1.0,0.42,0.76,1.0,1.0,0.42,0.76,1.0,1.0,0.5842400554530165,0.843417259591758,100,100,100,100
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",200,0.975,1.0,0.62,0.835,0.975,1.0,0.62,0.835,0.9844766961249866,1.0,0.7378986169213982,0.8916040607918545,200,200,200,200
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",500,0.912,1.0,0.596,0.762,0.912,1.0,0.596,0.762,0.9417880479694976,1.0,0.7175589598972391,0.8370161197000588,500,500,500,500
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",1000,0.846,1.0,0.558,0.779,0.846,1.0,0.558,0.779,0.8936125294265705,1.0,0.680437736919557,0.8471654654496346,1000,1000,1000,1000
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",2500,0.7124,1.0,0.5592,0.866,0.7124,1.0,0.5592,0.866,0.7910920464094993,1.0,0.6734663639286413,0.9054536530750501,2500,2500,2500,2500
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",5000,0.5776,1.0,0.6484,0.9508,0.5776,1.0,0.6484,0.9508,0.6855693745532118,1.0,0.7423854691537817,0.9663695579906135,5000,5000,5000,5000
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",6000,0.544,1.0,0.6776666666666666,0.9675,0.544,1.0,0.6776666666666666,0.9675,0.6585515089495821,1.0,0.7655765965577112,0.9781771378145653,6000,6000,6000,6000
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",7000,0.907,1.0,0.7207142857142858,0.9828571428571429,0.907,1.0,0.7207142857142858,0.9828571428571429,0.936391985432095,1.0,0.7985299037183652,0.9886830790282753,7000,7000,7000,7000
"[Predicate(key='revdate', value='2025-02-19 01:27:56', operator='>=')]",10000,0.8666,1.0,0.7827,0.9985,0.8666,1.0,0.7827,0.9985,0.9114609949028708,1.0,0.8522155222804774,0.9990706993619081,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9396113592214987,0.9396113592214987,10,10,10,10
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",50,1.0,1.0,0.52,0.52,1.0,1.0,0.52,0.52,1.0,1.0,0.679202036514387,0.679202036514387,50,50,50,50
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",100,1.0,1.0,0.42,0.74,1.0,1.0,0.42,0.74,1.0,1.0,0.5894871155462504,0.8304088906773432,100,100,100,100
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",200,0.975,1.0,0.525,0.835,0.975,1.0,0.525,0.835,0.9846859877733181,1.0,0.668324028120171,0.8921754949811456,200,200,200,200
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",500,0.914,1.0,0.592,0.73,0.914,1.0,0.592,0.73,0.9437075924904845,1.0,0.713387827326028,0.8166130395980965,500,500,500,500
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",1000,0.856,1.0,0.551,0.732,0.856,1.0,0.551,0.732,0.9002926234158374,1.0,0.6745797576632658,0.8107545452209476,1000,1000,1000,1000
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",2500,0.7268,1.0,0.5448,0.8092,0.7268,1.0,0.5448,0.8092,0.8007543900136938,1.0,0.6587860661279242,0.8628239518610858,2500,2500,2500,2500
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",5000,0.5944,1.0,0.6158,0.9258,0.5944,1.0,0.6158,0.9258,0.6967708452232452,1.0,0.7135793463316021,0.9479598583853682,5000,5000,5000,5000
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",6000,0.5593333333333333,1.0,0.6488333333333334,0.9435,0.5593333333333333,1.0,0.6488333333333334,0.9435,0.6686071701492269,1.0,0.7407279603787115,0.9611622209683668,6000,6000,6000,6000
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",7000,0.9124285714285715,1.0,0.6861428571428572,0.9592857142857143,0.9124285714285715,1.0,0.6861428571428572,0.9592857142857143,0.9397399374584879,1.0,0.7709607673938351,0.9725921715277622,7000,7000,7000,7000
"[Predicate(key='revdate', value='2025-02-18 22:14:38', operator='>=')]",10000,0.8785,1.0,0.7548,0.9869,0.8785,1.0,0.7548,0.9869,0.9178100588059296,1.0,0.8286483736872753,0.9917672849960679,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",50,1.0,1.0,0.54,0.74,1.0,1.0,0.54,0.74,1.0,1.0,0.6934393221217748,0.8350724710730737,50,50,50,50
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",100,0.99,1.0,0.69,0.82,0.99,1.0,0.69,0.82,0.994420059805605,1.0,0.7962215980125431,0.8859683375034416,100,100,100,100
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",200,0.97,1.0,0.59,0.86,0.97,1.0,0.59,0.86,0.9812585473042184,1.0,0.7143860252874714,0.9089603420095769,200,200,200,200
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",500,0.9,1.0,0.564,0.782,0.9,1.0,0.564,0.782,0.933520491034629,1.0,0.6948272287004778,0.8518609056801243,500,500,500,500
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",1000,0.834,1.0,0.541,0.812,0.834,1.0,0.541,0.812,0.88486550812004,1.0,0.6665373221037262,0.8694488051536455,1000,1000,1000,1000
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",2500,0.6956,1.0,0.568,0.9196,0.6956,1.0,0.568,0.9196,0.7786526829538156,1.0,0.6814171281143436,0.9430877849191739,2500,2500,2500,2500
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",5000,0.561,1.0,0.6592,0.984,0.561,1.0,0.6592,0.984,0.6727312998521826,1.0,0.7505405158377187,0.9890176681350986,5000,5000,5000,5000
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",6000,0.915,1.0,0.7198333333333333,0.9925,0.915,1.0,0.7198333333333333,0.9925,0.9412173362566701,1.0,0.7970460328804397,0.9948110439814495,6000,6000,6000,6000
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",7000,0.8991428571428571,1.0,0.7455714285714286,0.9978571428571429,0.8991428571428571,1.0,0.7455714285714286,0.9978571428571429,0.931181836869559,1.0,0.8192410204830459,0.9986287268373147,7000,7000,7000,7000
"[Predicate(key='revdate', value='2025-02-19 05:16:42', operator='>=')]",10000,0.8534,1.0,0.8149,1.0,0.8534,1.0,0.8149,1.0,0.9038868959146789,1.0,0.8771168970856359,1.0,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9396113592214987,0.9396113592214987,10,10,10,10
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",50,1.0,1.0,0.52,0.52,1.0,1.0,0.52,0.52,1.0,1.0,0.6805565333003145,0.6805565333003145,50,50,50,50
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",100,1.0,1.0,0.43,0.77,1.0,1.0,0.43,0.77,1.0,1.0,0.5970126816435378,0.8494498271958648,100,100,100,100
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",200,0.975,1.0,0.545,0.815,0.975,1.0,0.545,0.815,0.9848417137004075,1.0,0.6829661907832584,0.8775591612840479,200,200,200,200
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",500,0.92,1.0,0.596,0.736,0.92,1.0,0.596,0.736,0.9478660463650118,1.0,0.7172163944720388,0.8208602507210258,500,500,500,500
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",1000,0.868,1.0,0.511,0.735,0.868,1.0,0.511,0.735,0.9083884436366222,1.0,0.6436527537777602,0.8119104760825452,1000,1000,1000,1000
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",2500,0.7404,1.0,0.5424,0.7908,0.7404,1.0,0.5424,0.7908,0.810732199845828,1.0,0.656243110257906,0.848760651135878,2500,2500,2500,2500
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",5000,0.613,1.0,0.5962,0.894,0.613,1.0,0.5962,0.894,0.7102544578345817,1.0,0.6968093913974002,0.9252861204600374,5000,5000,5000,5000
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",6000,0.574,1.0,0.6305,0.9185,0.574,1.0,0.6305,0.9185,0.6796379187127807,1.0,0.7252417607251674,0.9432453227649743,6000,6000,6000,6000
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",7000,0.5465714285714286,1.0,0.6481428571428571,0.9351428571428572,0.5465714285714286,1.0,0.6481428571428571,0.9351428571428572,0.657210656512488,1.0,0.7391582173614138,0.9552869753040057,7000,7000,7000,7000
"[Predicate(key='revdate', value='2025-02-18 18:49:12', operator='>=')]",10000,0.8874,1.0,0.7363,0.975,0.8874,1.0,0.7363,0.975,0.9227324368418406,1.0,0.8131391769016849,0.9835681380159138,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9402883957206721,0.9402883957206721,10,10,10,10
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6707403295080732,0.6707403295080732,50,50,50,50
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",100,1.0,1.0,0.46,0.7,1.0,1.0,0.46,0.7,1.0,1.0,0.6200644789411464,0.8015945877711593,100,100,100,100
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",200,0.97,1.0,0.565,0.755,0.97,1.0,0.565,0.755,0.9820396673552675,1.0,0.6970306510423566,0.8391478078675704,200,200,200,200
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",500,0.926,1.0,0.55,0.724,0.926,1.0,0.55,0.724,0.9517371785542967,1.0,0.6804495209961687,0.8128044606071461,500,500,500,500
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",1000,0.886,1.0,0.509,0.722,0.886,1.0,0.509,0.722,0.9202349688880105,1.0,0.6406721339588843,0.8019141467571558,1000,1000,1000,1000
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",2500,0.7552,1.0,0.5464,0.7672,0.7552,1.0,0.5464,0.7672,0.8216610261735053,1.0,0.6583932695029452,0.830637251948733,2500,2500,2500,2500
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",5000,0.6312,1.0,0.5854,0.8746,0.6312,1.0,0.5854,0.8746,0.7235880333738183,1.0,0.6877741708266936,0.9104698492952534,5000,5000,5000,5000
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",6000,0.5898333333333333,1.0,0.6165,0.8993333333333333,0.5898333333333333,1.0,0.6165,0.8993333333333333,0.6915631998786653,1.0,0.7127383447275538,0.9290242760045005,6000,6000,6000,6000
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",7000,0.5608571428571428,1.0,0.647,0.92,0.5608571428571428,1.0,0.647,0.92,0.6681176852981388,1.0,0.7379610519187864,0.9443743015140527,7000,7000,7000,7000
"[Predicate(key='revdate', value='2025-02-18 15:37:29', operator='>=')]",10000,0.8921,1.0,0.7269,0.9606,0.8921,1.0,0.7269,0.9606,0.9260087314208129,1.0,0.8037564204077643,0.9738524970395104,10000,10000,10000,10000
"[Predicate(key='revdate', value='2025-02-18 11:24:51', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='revdate', value='2025-02-18 11:24:51', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.940997825520158,0.940997825520158,10,10,10,10
"[Predicate(key='revdate', value='2025-02-18 11:24:51', operator='>=')]",50,1.0,1.0,0.48,0.48,1.0,1.0,0.48,0.48,1.0,1.0,0.6596206493885692,0.6596206493885692,50,50,50,50
"[Predicate(key='revdate', value='2025-02-18 11:24:51', operator='>=')]",100,1.0,1.0,0.46,0.69,1.0,1.0,0.46,0.69,1.0,1.0,0.62114747758829,0.794337555626503,100,100,100,100
